name,entorpy
R_1_E_0_S_4_B_139.pt,0.8130529062888512
R_0_E_0_S_4_B_130.pt,0.12140168371244808
R_0_E_0_S_3_B_134.pt,0.019666683896566294
R_1_E_0_S_12_B_134.pt,0.3639932975340344
R_0_E_0_S_3_B_129.pt,2.0769102996598763
R_0_E_0_S_0_B_99.pt,1.4222682319422018
R_0_E_0_S_1_B_79.pt,1.0639796714848615
R_1_E_0_S_1_B_99.pt,1.1385782147553507
R_0_E_0_S_1_B_139.pt,0.4956116022826472
R_0_E_0_S_12_B_140.pt,0.7780919666986909
R_0_E_0_S_0_B_59.pt,0.3268210458352945
R_0_E_0_S_1_B_44.pt,0.31641969490547106
R_1_E_0_S_3_B_134.pt,0.017449869287241553
R_0_E_0_S_3_B_124.pt,1.6779532008839064
R_1_E_0_S_12_B_139.pt,0.5388393187609233
R_1_E_0_S_0_B_139.pt,0.6551794349100364
R_0_E_0_S_14_B_139.pt,1.4831423334991605
R_0_E_0_S_3_B_119.pt,1.297225857544488
R_0_E_0_S_8_B_139.pt,0.40868777512663684
R_1_E_0_S_0_B_49.pt,0.06672582102954219
R_1_E_0_S_3_B_139.pt,0.641762203784432
R_0_E_0_S_1_B_84.pt,1.1547886698586745
R_0_E_0_S_1_B_104.pt,1.22901450039461
R_0_E_0_S_6_B_139.pt,1.1700751651945083
R_1_E_0_S_0_B_84.pt,1.3398259346818429
R_1_E_0_S_1_B_79.pt,0.7829795296673014
R_1_E_0_S_12_B_140.pt,0.9862481541148858
R_0_E_0_S_7_B_139.pt,1.4028401674765738
R_1_E_0_S_0_B_79.pt,0.8305877402328586
R_0_E_0_S_4_B_139.pt,0.816046056107362
R_0_E_0_S_1_B_64.pt,0.6293263166448803
R_0_E_0_S_12_B_119.pt,0.54521468115708
R_1_E_0_S_10_B_139.pt,1.717288363785743
R_0_E_0_S_1_B_94.pt,1.1536776413863488
R_0_E_0_S_1_B_99.pt,1.3533838133802218
R_1_E_0_S_1_B_104.pt,1.1145415251469506
R_0_E_0_S_4_B_119.pt,0.8166263091361851
R_1_E_0_S_4_B_125.pt,0.5318710656265756
R_1_E_0_S_5_B_124.pt,1.1467199697025465
R_1_E_0_S_8_B_134.pt,0.40087941930085147
R_1_E_0_S_4_B_120.pt,0.1342516361403104
R_1_E_0_S_3_B_124.pt,1.6938938425522432
R_0_E_0_S_4_B_114.pt,0.7899783458458858
R_1_E_0_S_1_B_44.pt,0.3156318840400313
R_0_E_0_S_12_B_130.pt,0.18695997815563503
R_1_E_0_S_6_B_140.pt,0.6962032416109154
R_1_E_0_S_12_B_137.pt,0.4411276412417549
R_0_E_0_S_5_B_137.pt,0.03145349707585816
R_1_E_0_S_4_B_126.pt,0.1659430474212584
R_1_E_0_S_4_B_137.pt,0.43927512598290785
R_0_E_0_S_4_B_136.pt,0.8988940080683622
R_0_E_0_S_5_B_136.pt,0.2892349528877336
R_0_E_0_S_4_B_138.pt,0.021592673826520258
