name,entorpy
R_1_E_0_S_3_B_119.pt,1.5167324271387599
R_0_E_0_S_4_B_140.pt,0.8462256736749794
R_1_E_0_S_1_B_124.pt,1.63594961442187
R_0_E_0_S_1_B_124.pt,1.6141147855976314
R_1_E_0_S_4_B_129.pt,0.38051788466348113
R_0_E_0_S_5_B_124.pt,0.7392065212356455
R_1_E_0_S_3_B_129.pt,1.4588904245418755
R_1_E_0_S_1_B_84.pt,1.1081061249728732
R_0_E_0_S_0_B_64.pt,0.6337013622395238
R_1_E_0_S_4_B_135.pt,0.18461983308011065
R_1_E_0_S_0_B_99.pt,1.2270340075861437
R_1_E_0_S_0_B_59.pt,0.19601811361506802
R_1_E_0_S_0_B_104.pt,1.099531686297422
R_1_E_0_S_0_B_124.pt,1.6346589661233293
R_1_E_0_S_14_B_139.pt,1.341671746390628
R_1_E_0_S_5_B_139.pt,0.9787543329522541
R_1_E_0_S_5_B_140.pt,0.9065368594569028
R_0_E_0_S_0_B_49.pt,0.0467822114233584
R_0_E_0_S_0_B_84.pt,1.1036274553071008
R_0_E_0_S_8_B_140.pt,0.9060300958523733
R_1_E_0_S_0_B_94.pt,0.9768161578674376
R_0_E_0_S_6_B_134.pt,0.9092087345068994
R_1_E_0_S_1_B_139.pt,0.9431048476783714
R_1_E_0_S_6_B_129.pt,0.8752041030215107
R_1_E_0_S_7_B_139.pt,1.6223997592320756
R_0_E_0_S_10_B_134.pt,0.04864327734547815
R_0_E_0_S_0_B_79.pt,1.1826330287288607
R_0_E_0_S_0_B_74.pt,1.0813725144006123
R_1_E_0_S_1_B_64.pt,0.346325907976873
R_1_E_0_S_4_B_119.pt,0.6136672175775955
R_0_E_0_S_8_B_134.pt,1.019234585943934
R_1_E_0_S_10_B_134.pt,0.2145732292504827
R_0_E_0_S_5_B_140.pt,0.8855303239187614
R_1_E_0_S_8_B_129.pt,1.2217452780567877
R_1_E_0_S_6_B_134.pt,0.27524184606922936
R_1_E_0_S_12_B_129.pt,1.0862200315825765
R_1_E_0_S_8_B_140.pt,0.6124346082329285
R_0_E_0_S_5_B_134.pt,0.03626999038124769
R_0_E_0_S_3_B_139.pt,1.2218695209697286
R_1_E_0_S_5_B_134.pt,0.04093997841647197
R_1_E_0_S_1_B_59.pt,0.20422429195363023
R_0_E_0_S_1_B_74.pt,0.8548339460884252
R_0_E_0_S_0_B_139.pt,0.6982396506311315
R_0_E_0_S_10_B_139.pt,1.6196690471031885
R_1_E_0_S_4_B_130.pt,0.07945075454158372
R_0_E_0_S_1_B_59.pt,0.3444345544661008
R_0_E_0_S_5_B_139.pt,0.9078306883359428
R_0_E_0_S_0_B_94.pt,1.3316069030268471
R_0_E_0_S_1_B_49.pt,0.3412445254459451
R_1_E_0_S_4_B_114.pt,0.6375770803034734
R_1_E_0_S_1_B_74.pt,0.7041050887584522
R_0_E_0_S_12_B_124.pt,0.8870264837121951
R_0_E_0_S_8_B_129.pt,0.8847691428469204
